Date,Expiry,Strike Price,Underlying Value,Spot_At_Expiry,Close,Realized_Payoff,PnL,Viable
2025-03-25,2025-04-17,22250.0,23668.65,23851.65,28.0,0.0,-28.0,False
2025-03-25,2025-04-17,22200.0,23668.65,23851.65,25.6,0.0,-25.6,False
2025-03-25,2025-04-17,20750.0,23668.65,23851.65,8.25,0.0,-8.25,False
2025-03-25,2025-04-17,20700.0,23668.65,23851.65,6.2,0.0,-6.2,False
2025-03-25,2025-04-17,23350.0,23668.65,23851.65,146.95,0.0,-146.95,False
2025-03-25,2025-04-17,23300.0,23668.65,23851.65,132.65,0.0,-132.65,False
2025-03-25,2025-04-17,22150.0,23668.65,23851.65,50.4,0.0,-50.4,False
2025-03-25,2025-04-17,22100.0,23668.65,23851.65,21.45,0.0,-21.45,False
2025-03-25,2025-04-17,20650.0,23668.65,23851.65,6.55,0.0,-6.55,False
2025-03-25,2025-04-17,23250.0,23668.65,23851.65,119.45,0.0,-119.45,False
2025-03-25,2025-04-17,23200.0,23668.65,23851.65,111.2,0.0,-111.2,False
2025-03-25,2025-04-17,22050.0,23668.65,23851.65,24.05,0.0,-24.05,False
2025-03-25,2025-04-17,22000.0,23668.65,23851.65,21.45,0.0,-21.45,False
2025-03-25,2025-04-17,23150.0,23668.65,23851.65,99.05,0.0,-99.05,False
2025-03-25,2025-04-17,24150.0,23668.65,23851.65,471.95,298.34999999999854,-173.60000000000144,False
2025-03-27,2025-04-17,24650.0,23591.95,23851.65,2109.45,798.3499999999985,-1311.1000000000013,False
2025-03-27,2025-04-17,24600.0,23591.95,23851.65,2061.15,748.3499999999985,-1312.8000000000015,False
2025-03-27,2025-04-17,24550.0,23591.95,23851.65,2013.0,698.3499999999985,-1314.6500000000015,False
2025-04-01,2025-04-17,21500.0,23165.7,23851.65,10.0,0.0,-10.0,False
2025-04-01,2025-04-17,21450.0,23165.7,23851.65,8.2,0.0,-8.2,False
2025-04-01,2025-04-17,24000.0,23165.7,23851.65,755.1,148.34999999999854,-606.7500000000015,False
2025-04-01,2025-04-17,22900.0,23165.7,23851.65,114.7,0.0,-114.7,False
2025-04-01,2025-04-17,21700.0,23165.7,23851.65,12.6,0.0,-12.6,False
2025-04-01,2025-04-17,21650.0,23165.7,23851.65,14.35,0.0,-14.35,False
2025-04-01,2025-04-17,22850.0,23165.7,23851.65,103.55,0.0,-103.55,False
2025-04-01,2025-04-17,22800.0,23165.7,23851.65,91.3,0.0,-91.3,False
2025-04-01,2025-04-17,21600.0,23165.7,23851.65,11.2,0.0,-11.2,False
2025-04-01,2025-04-17,21850.0,23165.7,23851.65,17.1,0.0,-17.1,False
2025-04-01,2025-04-17,23000.0,23165.7,23851.65,137.85,0.0,-137.85,False
2025-04-01,2025-04-17,22950.0,23165.7,23851.65,125.55,0.0,-125.55,False
2025-04-01,2025-04-17,22700.0,23165.7,23851.65,73.75,0.0,-73.75,False
2025-04-01,2025-04-17,21800.0,23165.7,23851.65,14.45,0.0,-14.45,False
2025-04-01,2025-04-17,23150.0,23165.7,23851.65,186.55,0.0,-186.55,False
2025-04-01,2025-04-17,21950.0,23165.7,23851.65,17.45,0.0,-17.45,False
2025-04-01,2025-04-17,21900.0,23165.7,23851.65,17.15,0.0,-17.15,False
2025-04-01,2025-04-17,23100.0,23165.7,23851.65,167.4,0.0,-167.4,False
2025-04-01,2025-04-17,23050.0,23165.7,23851.65,147.05,0.0,-147.05,False
2025-04-01,2025-04-17,23250.0,23165.7,23851.65,225.75,0.0,-225.75,False
2025-04-01,2025-04-17,23200.0,23165.7,23851.65,204.5,0.0,-204.5,False
2025-04-01,2025-04-17,22050.0,23165.7,23851.65,21.0,0.0,-21.0,False
2025-04-01,2025-04-17,22000.0,23165.7,23851.65,20.1,0.0,-20.1,False
2025-04-01,2025-04-17,20700.0,23165.7,23851.65,5.9,0.0,-5.9,False
2025-04-01,2025-04-17,23350.0,23165.7,23851.65,270.85,0.0,-270.85,False
2025-04-01,2025-04-17,23300.0,23165.7,23851.65,248.05,0.0,-248.05,False
2025-04-01,2025-04-17,21750.0,23165.7,23851.65,14.6,0.0,-14.6,False
2025-04-01,2025-04-17,22750.0,23165.7,23851.65,80.2,0.0,-80.2,False
2025-04-01,2025-04-17,21550.0,23165.7,23851.65,13.45,0.0,-13.45,False
2025-04-01,2025-04-17,23900.0,23165.7,23851.65,666.15,48.349999999998545,-617.8000000000014,False
2025-04-01,2025-04-17,23750.0,23165.7,23851.65,543.5,0.0,-543.5,False
2025-04-01,2025-04-17,21150.0,23165.7,23851.65,7.35,0.0,-7.35,False
2025-04-01,2025-04-17,21100.0,23165.7,23851.65,7.55,0.0,-7.55,False
2025-04-01,2025-04-17,22550.0,23165.7,23851.65,54.8,0.0,-54.8,False
2025-04-01,2025-04-17,21300.0,23165.7,23851.65,9.15,0.0,-9.15,False
2025-04-01,2025-04-17,21250.0,23165.7,23851.65,8.5,0.0,-8.5,False
2025-04-01,2025-04-17,23850.0,23165.7,23851.65,409.5,0.0,-409.5,False
2025-04-01,2025-04-17,23800.0,23165.7,23851.65,585.1,0.0,-585.1,False
2025-04-01,2025-04-17,22500.0,23165.7,23851.65,49.2,0.0,-49.2,False
2025-04-01,2025-04-17,22650.0,23165.7,23851.65,69.2,0.0,-69.2,False
2025-04-01,2025-04-17,22600.0,23165.7,23851.65,62.35,0.0,-62.35,False
2025-04-01,2025-04-17,21400.0,23165.7,23851.65,10.4,0.0,-10.4,False
2025-04-01,2025-04-17,21350.0,23165.7,23851.65,7.75,0.0,-7.75,False
2025-04-01,2025-04-17,23950.0,23165.7,23851.65,716.05,98.34999999999854,-617.7000000000014,False
2025-04-01,2025-04-17,22150.0,23165.7,23851.65,26.9,0.0,-26.9,False
2025-04-01,2025-04-17,22100.0,23165.7,23851.65,23.4,0.0,-23.4,False
